model_id_x,ROC_rank_x,avg_auc_x,model_id_y,ROC_rank_y,avg_auc_y,rank_x-rank_y,avg_auc_x=avg_auc_y,rank_x-rank_y_greater_cd_18.082
rpart_0.1_all,56.175,0.62,nb_1_FALSE_1_quiz,45.172,0.587,11.003,0.032,False
rpart_0.1_all,56.175,0.62,adaboost_100_Adaboost.M1_quiz,45.78,0.585,10.395,0.034,False
rpart_0.1_all,56.175,0.62,adaboost_50_Adaboost.M1_quiz,45.93,0.585,10.245,0.034,False
rpart_0.1_all,56.175,0.62,adaboost_500_Adaboost.M1_quiz,45.948,0.585,10.227,0.035,False
rpart_0.1_all,56.175,0.62,nb_0_TRUE_1_quiz,46.05,0.585,10.125,0.035,False
rpart_0.1_all,56.175,0.62,nb_1_TRUE_1_quiz,46.05,0.585,10.125,0.035,False
rpart_0.1_all,56.175,0.62,adaboost_50_Real adaboost_forum,48.206,0.506,7.969,0.114,False
rpart_0.1_all,56.175,0.62,adaboost_50_Real adaboost_all,48.862,0.6,7.312,0.019,False
rpart_0.1_all,56.175,0.62,adaboost_100_Real adaboost_forum,49.417,0.505,6.758,0.115,False
rpart_0.1_all,56.175,0.62,adaboost_500_Real adaboost_forum,50.085,0.504,6.09,0.116,False
rpart_0.1_all,56.175,0.62,adaboost_100_Real adaboost_all,51.156,0.589,5.019,0.031,False
rpart_0.1_all,56.175,0.62,nb_1_FALSE_1_forum,52.824,0.499,3.351,0.12,False
rpart_0.1_all,56.175,0.62,nb_0_FALSE_1_forum,52.824,0.499,3.351,0.12,False
rpart_0.1_all,56.175,0.62,rpart_0.001_forum,53.404,0.501,2.771,0.118,False
rpart_0.1_all,56.175,0.62,rpart_0.01_forum,54.176,0.5,1.999,0.12,False
rpart_0.1_all,56.175,0.62,adaboost_500_Real adaboost_all,54.928,0.562,1.247,0.057,False
rpart_0.1_all,56.175,0.62,rpart_0.001_quiz,58.023,0.555,-1.848,0.064,False
rpart_0.1_all,56.175,0.62,adaboost_50_Real adaboost_quiz,67.512,0.519,-11.338,0.1,False
rpart_0.1_all,56.175,0.62,adaboost_100_Real adaboost_quiz,67.966,0.516,-11.791,0.103,False
rpart_0.1_all,56.175,0.62,adaboost_500_Real adaboost_quiz,70.83,0.51,-14.655,0.11,False
rpart_0.1_all,56.175,0.62,rpart_0.01_quiz,75.0,0.51,-18.825,0.109,True
rpart_0.1_all,56.175,0.62,nb_0_FALSE_1_all,75.116,0.501,-18.941,0.119,True
rpart_0.1_all,56.175,0.62,nb_1_FALSE_1_all,75.116,0.501,-18.941,0.119,True
svmLinear2_0.01_quiz,57.891,0.546,rpart_0.001_all,2.694,0.901,55.197,-0.355,True
svmLinear2_0.01_quiz,57.891,0.546,adaboost_100_Adaboost.M1_all,3.508,0.898,54.383,-0.352,True
svmLinear2_0.01_quiz,57.891,0.546,adaboost_50_Adaboost.M1_all,3.548,0.898,54.342,-0.352,True
svmLinear2_0.01_quiz,57.891,0.546,adaboost_500_Adaboost.M1_all,4.131,0.897,53.759,-0.351,True
svmLinear2_0.01_quiz,57.891,0.546,adaboost_50_Adaboost.M1_clickstream,4.537,0.893,53.354,-0.346,True
svmLinear2_0.01_quiz,57.891,0.546,rpart_0.01_all,4.65,0.894,53.241,-0.347,True
svmLinear2_0.01_quiz,57.891,0.546,rpart_0.001_clickstream,4.659,0.892,53.232,-0.346,True
svmLinear2_0.01_quiz,57.891,0.546,adaboost_100_Adaboost.M1_clickstream,4.829,0.892,53.062,-0.346,True
svmLinear2_0.01_quiz,57.891,0.546,adaboost_500_Adaboost.M1_clickstream,5.764,0.891,52.127,-0.344,True
svmLinear2_0.01_quiz,57.891,0.546,rpart_0.01_clickstream,6.888,0.88,51.003,-0.334,True
svmLinear2_0.01_quiz,57.891,0.546,nb_1_TRUE_1_clickstream,7.771,0.873,50.12,-0.326,True
svmLinear2_0.01_quiz,57.891,0.546,nb_0_TRUE_1_clickstream,7.771,0.873,50.12,-0.326,True
svmLinear2_0.01_quiz,57.891,0.546,nb_1_FALSE_1_clickstream,13.538,0.791,44.353,-0.245,True
svmLinear2_0.01_quiz,57.891,0.546,nb_0_FALSE_1_clickstream,13.538,0.791,44.353,-0.245,True
svmLinear2_0.01_quiz,57.891,0.546,glmnet_0_0_clickstream,17.375,0.752,40.516,-0.206,True
svmLinear2_0.01_quiz,57.891,0.546,glmnet_0_0.001_clickstream,17.375,0.752,40.516,-0.206,True
svmLinear2_0.01_quiz,57.891,0.546,glmnet_0_0.01_clickstream,17.58,0.751,40.311,-0.205,True
svmLinear2_0.01_quiz,57.891,0.546,glmnet_0_0.01_all,17.991,0.78,39.9,-0.233,True
svmLinear2_0.01_quiz,57.891,0.546,glmnet_0_0.1_all,18.306,0.779,39.584,-0.233,True
svmLinear2_0.01_quiz,57.891,0.546,glmnet_0_0.001_all,18.688,0.779,39.203,-0.233,True
svmLinear2_0.01_quiz,57.891,0.546,glmnet_0_0_all,18.688,0.779,39.203,-0.233,True
svmLinear2_0.01_quiz,57.891,0.546,glmnet_0_0.1_clickstream,18.915,0.739,38.976,-0.192,True
svmLinear2_0.01_quiz,57.891,0.546,glmnet_0_1_clickstream,22.994,0.7,34.897,-0.153,True
svmLinear2_0.01_quiz,57.891,0.546,glmnet_0_1_all,23.012,0.752,34.878,-0.205,True
svmLinear2_0.01_quiz,57.891,0.546,nb_0_TRUE_1_all,31.023,0.725,26.867,-0.178,True
svmLinear2_0.01_quiz,57.891,0.546,nb_1_TRUE_1_all,31.023,0.725,26.867,-0.178,True
svmLinear2_0.01_quiz,57.891,0.546,svmLinear2_0.01_clickstream,33.288,0.612,24.603,-0.066,True
svmLinear2_0.01_quiz,57.891,0.546,adaboost_50_Real adaboost_clickstream,33.74,0.609,24.151,-0.063,True
svmLinear2_0.01_quiz,57.891,0.546,svmLinear2_0.001_clickstream,34.581,0.602,23.309,-0.056,True
svmLinear2_0.01_quiz,57.891,0.546,adaboost_100_Real adaboost_clickstream,34.755,0.596,23.135,-0.05,True
svmLinear2_0.01_quiz,57.891,0.546,adaboost_500_Real adaboost_clickstream,39.315,0.551,18.575,-0.005,True
svmLinear2_0.01_quiz,57.891,0.546,glmnet_0_0.01_quiz,39.416,0.605,18.475,-0.058,True
svmLinear2_0.01_quiz,57.891,0.546,glmnet_0_1_forum,39.455,0.514,18.435,0.032,True
svmLinear2_0.01_quiz,57.891,0.546,glmnet_0_0_quiz,39.477,0.605,18.414,-0.059,True
svmLinear2_0.01_quiz,57.891,0.546,glmnet_0_0.001_quiz,39.477,0.605,18.414,-0.059,True
svmLinear2_0.01_quiz,57.891,0.546,glmnet_0_0.1_quiz,39.742,0.604,18.148,-0.058,True
svmLinear2_0.01_quiz,57.891,0.546,adaboost_500_Adaboost.M1_forum,41.024,0.514,16.866,0.033,False
svmLinear2_0.01_quiz,57.891,0.546,glmnet_0_0.1_forum,41.717,0.512,16.174,0.034,False
svmLinear2_0.01_quiz,57.891,0.546,glmnet_0_1_quiz,42.514,0.596,15.377,-0.05,False
svmLinear2_0.01_quiz,57.891,0.546,adaboost_100_Adaboost.M1_forum,42.573,0.513,15.317,0.034,False
svmLinear2_0.01_quiz,57.891,0.546,glmnet_0_0.01_forum,43.12,0.511,14.77,0.035,False
svmLinear2_0.01_quiz,57.891,0.546,rpart_0.1_clickstream,43.162,0.588,14.729,-0.041,False
svmLinear2_0.01_quiz,57.891,0.546,glmnet_0_0.001_forum,43.421,0.511,14.47,0.036,False
svmLinear2_0.01_quiz,57.891,0.546,glmnet_0_0_forum,43.499,0.511,14.391,0.036,False
svmLinear2_0.01_quiz,57.891,0.546,adaboost_50_Adaboost.M1_forum,43.774,0.512,14.117,0.034,False
svmLinear2_0.01_quiz,57.891,0.546,nb_1_TRUE_1_forum,44.41,0.511,13.48,0.035,False
svmLinear2_0.01_quiz,57.891,0.546,nb_0_TRUE_1_forum,44.41,0.511,13.48,0.035,False
svmLinear2_0.01_quiz,57.891,0.546,nb_0_FALSE_1_quiz,45.172,0.587,12.719,-0.041,False
svmLinear2_0.01_quiz,57.891,0.546,nb_1_FALSE_1_quiz,45.172,0.587,12.719,-0.041,False
svmLinear2_0.01_quiz,57.891,0.546,adaboost_100_Adaboost.M1_quiz,45.78,0.585,12.111,-0.039,False
svmLinear2_0.01_quiz,57.891,0.546,adaboost_50_Adaboost.M1_quiz,45.93,0.585,11.961,-0.039,False
svmLinear2_0.01_quiz,57.891,0.546,adaboost_500_Adaboost.M1_quiz,45.948,0.585,11.942,-0.039,False
svmLinear2_0.01_quiz,57.891,0.546,nb_0_TRUE_1_quiz,46.05,0.585,11.841,-0.039,False
svmLinear2_0.01_quiz,57.891,0.546,nb_1_TRUE_1_quiz,46.05,0.585,11.841,-0.039,False
svmLinear2_0.01_quiz,57.891,0.546,adaboost_50_Real adaboost_forum,48.206,0.506,9.685,0.041,False
svmLinear2_0.01_quiz,57.891,0.546,adaboost_50_Real adaboost_all,48.862,0.6,9.028,-0.054,False
svmLinear2_0.01_quiz,57.891,0.546,adaboost_100_Real adaboost_forum,49.417,0.505,8.474,0.042,False
svmLinear2_0.01_quiz,57.891,0.546,svmLinear2_0.01_forum,49.711,0.505,8.18,0.041,False
svmLinear2_0.01_quiz,57.891,0.546,adaboost_500_Real adaboost_forum,50.085,0.504,7.805,0.042,False
svmLinear2_0.01_quiz,57.891,0.546,svmLinear2_0.001_forum,50.433,0.504,7.458,0.042,False
svmLinear2_0.01_quiz,57.891,0.546,adaboost_100_Real adaboost_all,51.156,0.589,6.734,-0.042,False
svmLinear2_0.01_quiz,57.891,0.546,nb_1_FALSE_1_forum,52.824,0.499,5.067,0.047,False
svmLinear2_0.01_quiz,57.891,0.546,nb_0_FALSE_1_forum,52.824,0.499,5.067,0.047,False
svmLinear2_0.01_quiz,57.891,0.546,rpart_1_clickstream,53.154,0.5,4.737,0.046,False
svmLinear2_0.01_quiz,57.891,0.546,rpart_0.001_forum,53.404,0.501,4.486,0.045,False
svmLinear2_0.01_quiz,57.891,0.546,rpart_0.01_forum,54.176,0.5,3.715,0.046,False
svmLinear2_0.01_quiz,57.891,0.546,rpart_0.1_forum,54.223,0.5,3.668,0.046,False
svmLinear2_0.01_quiz,57.891,0.546,rpart_1_forum,54.223,0.5,3.668,0.046,False
svmLinear2_0.01_quiz,57.891,0.546,svmLinear2_0.01_all,54.631,0.57,3.259,-0.024,False
svmLinear2_0.01_quiz,57.891,0.546,adaboost_500_Real adaboost_all,54.928,0.562,2.962,-0.016,False
svmLinear2_0.01_quiz,57.891,0.546,rpart_0.1_all,56.175,0.62,1.716,-0.073,False
svmLinear2_0.01_quiz,57.891,0.546,rpart_0.001_quiz,58.023,0.555,-0.133,-0.009,False
svmLinear2_0.01_quiz,57.891,0.546,svmLinear2_0.001_all,58.272,0.546,-0.381,-0.0,False
svmLinear2_0.01_quiz,57.891,0.546,svmLinear2_0.001_quiz,59.372,0.543,-1.481,0.004,False
svmLinear2_0.01_quiz,57.891,0.546,adaboost_50_Real adaboost_quiz,67.512,0.519,-9.622,0.027,False
svmLinear2_0.01_quiz,57.891,0.546,adaboost_100_Real adaboost_quiz,67.966,0.516,-10.075,0.03,False
svmLinear2_0.01_quiz,57.891,0.546,adaboost_500_Real adaboost_quiz,70.83,0.51,-12.939,0.037,False
svmLinear2_0.01_quiz,57.891,0.546,rpart_0.01_quiz,75.0,0.51,-17.109,0.036,False
svmLinear2_0.01_quiz,57.891,0.546,nb_0_FALSE_1_all,75.116,0.501,-17.225,0.046,False
svmLinear2_0.01_quiz,57.891,0.546,nb_1_FALSE_1_all,75.116,0.501,-17.225,0.046,False
svmLinear2_0.01_quiz,57.891,0.546,rpart_1_quiz,77.541,0.5,-19.65,0.046,True
svmLinear2_0.01_quiz,57.891,0.546,rpart_0.1_quiz,77.541,0.5,-19.65,0.046,True
svmLinear2_0.01_quiz,57.891,0.546,rpart_1_all,77.541,0.5,-19.65,0.046,True
rpart_0.001_quiz,58.023,0.555,rpart_0.001_all,2.694,0.901,55.33,-0.346,True
rpart_0.001_quiz,58.023,0.555,adaboost_100_Adaboost.M1_all,3.508,0.898,54.516,-0.343,True
rpart_0.001_quiz,58.023,0.555,adaboost_50_Adaboost.M1_all,3.548,0.898,54.475,-0.343,True
rpart_0.001_quiz,58.023,0.555,adaboost_500_Adaboost.M1_all,4.131,0.897,53.892,-0.342,True
rpart_0.001_quiz,58.023,0.555,adaboost_50_Adaboost.M1_clickstream,4.537,0.893,53.486,-0.338,True
rpart_0.001_quiz,58.023,0.555,rpart_0.001_clickstream,4.659,0.892,53.365,-0.337,True
rpart_0.001_quiz,58.023,0.555,adaboost_100_Adaboost.M1_clickstream,4.829,0.892,53.195,-0.337,True
rpart_0.001_quiz,58.023,0.555,adaboost_500_Adaboost.M1_clickstream,5.764,0.891,52.26,-0.336,True
rpart_0.001_quiz,58.023,0.555,nb_1_TRUE_1_clickstream,7.771,0.873,50.253,-0.317,True
rpart_0.001_quiz,58.023,0.555,nb_0_TRUE_1_clickstream,7.771,0.873,50.253,-0.317,True
rpart_0.001_quiz,58.023,0.555,nb_1_FALSE_1_clickstream,13.538,0.791,44.486,-0.236,True
rpart_0.001_quiz,58.023,0.555,nb_0_FALSE_1_clickstream,13.538,0.791,44.486,-0.236,True
rpart_0.001_quiz,58.023,0.555,glmnet_0_0_clickstream,17.375,0.752,40.649,-0.197,True
rpart_0.001_quiz,58.023,0.555,glmnet_0_0.001_clickstream,17.375,0.752,40.649,-0.197,True
rpart_0.001_quiz,58.023,0.555,glmnet_0_0.01_clickstream,17.58,0.751,40.443,-0.196,True
rpart_0.001_quiz,58.023,0.555,glmnet_0_0.01_all,17.991,0.78,40.033,-0.225,True
rpart_0.001_quiz,58.023,0.555,glmnet_0_0.1_all,18.306,0.779,39.717,-0.224,True
rpart_0.001_quiz,58.023,0.555,glmnet_0_0.001_all,18.688,0.779,39.336,-0.224,True
rpart_0.001_quiz,58.023,0.555,glmnet_0_0_all,18.688,0.779,39.336,-0.224,True
rpart_0.001_quiz,58.023,0.555,glmnet_0_0.1_clickstream,18.915,0.739,39.109,-0.184,True
rpart_0.001_quiz,58.023,0.555,glmnet_0_1_clickstream,22.994,0.7,35.03,-0.145,True
rpart_0.001_quiz,58.023,0.555,glmnet_0_1_all,23.012,0.752,35.011,-0.196,True
rpart_0.001_quiz,58.023,0.555,nb_0_TRUE_1_all,31.023,0.725,27.0,-0.17,True
rpart_0.001_quiz,58.023,0.555,nb_1_TRUE_1_all,31.023,0.725,27.0,-0.17,True
rpart_0.001_quiz,58.023,0.555,adaboost_50_Real adaboost_clickstream,33.74,0.609,24.283,-0.054,True
rpart_0.001_quiz,58.023,0.555,adaboost_100_Real adaboost_clickstream,34.755,0.596,23.268,-0.041,True
rpart_0.001_quiz,58.023,0.555,adaboost_500_Real adaboost_clickstream,39.315,0.551,18.708,0.004,True
rpart_0.001_quiz,58.023,0.555,glmnet_0_0.01_quiz,39.416,0.605,18.608,-0.05,True
rpart_0.001_quiz,58.023,0.555,glmnet_0_1_forum,39.455,0.514,18.568,0.041,True
rpart_0.001_quiz,58.023,0.555,glmnet_0_0_quiz,39.477,0.605,18.547,-0.05,True
rpart_0.001_quiz,58.023,0.555,glmnet_0_0.001_quiz,39.477,0.605,18.547,-0.05,True
rpart_0.001_quiz,58.023,0.555,glmnet_0_0.1_quiz,39.742,0.604,18.281,-0.049,True
rpart_0.001_quiz,58.023,0.555,adaboost_500_Adaboost.M1_forum,41.024,0.514,16.999,0.042,False
rpart_0.001_quiz,58.023,0.555,glmnet_0_0.1_forum,41.717,0.512,16.307,0.043,False
rpart_0.001_quiz,58.023,0.555,glmnet_0_1_quiz,42.514,0.596,15.509,-0.041,False
rpart_0.001_quiz,58.023,0.555,adaboost_100_Adaboost.M1_forum,42.573,0.513,15.45,0.042,False
rpart_0.001_quiz,58.023,0.555,glmnet_0_0.01_forum,43.12,0.511,14.903,0.044,False
rpart_0.001_quiz,58.023,0.555,glmnet_0_0.001_forum,43.421,0.511,14.603,0.045,False
rpart_0.001_quiz,58.023,0.555,glmnet_0_0_forum,43.499,0.511,14.524,0.045,False
rpart_0.001_quiz,58.023,0.555,adaboost_50_Adaboost.M1_forum,43.774,0.512,14.25,0.043,False
rpart_0.001_quiz,58.023,0.555,nb_1_TRUE_1_forum,44.41,0.511,13.613,0.044,False
rpart_0.001_quiz,58.023,0.555,nb_0_TRUE_1_forum,44.41,0.511,13.613,0.044,False
rpart_0.001_quiz,58.023,0.555,nb_0_FALSE_1_quiz,45.172,0.587,12.852,-0.032,False
rpart_0.001_quiz,58.023,0.555,nb_1_FALSE_1_quiz,45.172,0.587,12.852,-0.032,False
rpart_0.001_quiz,58.023,0.555,adaboost_100_Adaboost.M1_quiz,45.78,0.585,12.244,-0.03,False
rpart_0.001_quiz,58.023,0.555,adaboost_50_Adaboost.M1_quiz,45.93,0.585,12.094,-0.03,False
rpart_0.001_quiz,58.023,0.555,adaboost_500_Adaboost.M1_quiz,45.948,0.585,12.075,-0.03,False
rpart_0.001_quiz,58.023,0.555,nb_0_TRUE_1_quiz,46.05,0.585,11.973,-0.03,False
rpart_0.001_quiz,58.023,0.555,nb_1_TRUE_1_quiz,46.05,0.585,11.973,-0.03,False
rpart_0.001_quiz,58.023,0.555,adaboost_50_Real adaboost_forum,48.206,0.506,9.817,0.049,False
rpart_0.001_quiz,58.023,0.555,adaboost_50_Real adaboost_all,48.862,0.6,9.161,-0.045,False
rpart_0.001_quiz,58.023,0.555,adaboost_100_Real adaboost_forum,49.417,0.505,8.606,0.05,False
rpart_0.001_quiz,58.023,0.555,adaboost_500_Real adaboost_forum,50.085,0.504,7.938,0.051,False
rpart_0.001_quiz,58.023,0.555,adaboost_100_Real adaboost_all,51.156,0.589,6.867,-0.033,False
rpart_0.001_quiz,58.023,0.555,nb_1_FALSE_1_forum,52.824,0.499,5.2,0.056,False
rpart_0.001_quiz,58.023,0.555,nb_0_FALSE_1_forum,52.824,0.499,5.2,0.056,False
rpart_0.001_quiz,58.023,0.555,rpart_0.001_forum,53.404,0.501,4.619,0.054,False
rpart_0.001_quiz,58.023,0.555,adaboost_500_Real adaboost_all,54.928,0.562,3.095,-0.007,False
rpart_0.001_quiz,58.023,0.555,adaboost_50_Real adaboost_quiz,67.512,0.519,-9.489,0.036,False
rpart_0.001_quiz,58.023,0.555,adaboost_100_Real adaboost_quiz,67.966,0.516,-9.942,0.039,False
rpart_0.001_quiz,58.023,0.555,adaboost_500_Real adaboost_quiz,70.83,0.51,-12.806,0.046,False
rpart_0.001_quiz,58.023,0.555,nb_0_FALSE_1_all,75.116,0.501,-17.092,0.055,False
rpart_0.001_quiz,58.023,0.555,nb_1_FALSE_1_all,75.116,0.501,-17.092,0.055,False
svmLinear2_0.001_all,58.272,0.546,rpart_0.001_all,2.694,0.901,55.578,-0.354,True
svmLinear2_0.001_all,58.272,0.546,adaboost_100_Adaboost.M1_all,3.508,0.898,54.764,-0.351,True
svmLinear2_0.001_all,58.272,0.546,adaboost_50_Adaboost.M1_all,3.548,0.898,54.723,-0.352,True
svmLinear2_0.001_all,58.272,0.546,adaboost_500_Adaboost.M1_all,4.131,0.897,54.141,-0.35,True
svmLinear2_0.001_all,58.272,0.546,adaboost_50_Adaboost.M1_clickstream,4.537,0.893,53.735,-0.346,True
svmLinear2_0.001_all,58.272,0.546,rpart_0.01_all,4.65,0.894,53.622,-0.347,True
svmLinear2_0.001_all,58.272,0.546,rpart_0.001_clickstream,4.659,0.892,53.613,-0.346,True
svmLinear2_0.001_all,58.272,0.546,adaboost_100_Adaboost.M1_clickstream,4.829,0.892,53.443,-0.346,True
svmLinear2_0.001_all,58.272,0.546,adaboost_500_Adaboost.M1_clickstream,5.764,0.891,52.508,-0.344,True
svmLinear2_0.001_all,58.272,0.546,rpart_0.01_clickstream,6.888,0.88,51.384,-0.333,True
svmLinear2_0.001_all,58.272,0.546,nb_1_TRUE_1_clickstream,7.771,0.873,50.501,-0.326,True
svmLinear2_0.001_all,58.272,0.546,nb_0_TRUE_1_clickstream,7.771,0.873,50.501,-0.326,True
svmLinear2_0.001_all,58.272,0.546,nb_1_FALSE_1_clickstream,13.538,0.791,44.734,-0.245,True
svmLinear2_0.001_all,58.272,0.546,nb_0_FALSE_1_clickstream,13.538,0.791,44.734,-0.245,True
svmLinear2_0.001_all,58.272,0.546,glmnet_0_0_clickstream,17.375,0.752,40.897,-0.206,True
svmLinear2_0.001_all,58.272,0.546,glmnet_0_0.001_clickstream,17.375,0.752,40.897,-0.206,True
svmLinear2_0.001_all,58.272,0.546,glmnet_0_0.01_clickstream,17.58,0.751,40.692,-0.205,True
svmLinear2_0.001_all,58.272,0.546,glmnet_0_0.01_all,17.991,0.78,40.281,-0.233,True
svmLinear2_0.001_all,58.272,0.546,glmnet_0_0.1_all,18.306,0.779,39.966,-0.233,True
svmLinear2_0.001_all,58.272,0.546,glmnet_0_0.001_all,18.688,0.779,39.584,-0.233,True
svmLinear2_0.001_all,58.272,0.546,glmnet_0_0_all,18.688,0.779,39.584,-0.233,True
svmLinear2_0.001_all,58.272,0.546,glmnet_0_0.1_clickstream,18.915,0.739,39.357,-0.192,True
svmLinear2_0.001_all,58.272,0.546,glmnet_0_1_clickstream,22.994,0.7,35.278,-0.153,True
svmLinear2_0.001_all,58.272,0.546,glmnet_0_1_all,23.012,0.752,35.259,-0.205,True
svmLinear2_0.001_all,58.272,0.546,nb_0_TRUE_1_all,31.023,0.725,27.248,-0.178,True
svmLinear2_0.001_all,58.272,0.546,nb_1_TRUE_1_all,31.023,0.725,27.248,-0.178,True
svmLinear2_0.001_all,58.272,0.546,adaboost_50_Real adaboost_clickstream,33.74,0.609,24.532,-0.063,True
svmLinear2_0.001_all,58.272,0.546,adaboost_100_Real adaboost_clickstream,34.755,0.596,23.517,-0.05,True
svmLinear2_0.001_all,58.272,0.546,adaboost_500_Real adaboost_clickstream,39.315,0.551,18.957,-0.005,True
svmLinear2_0.001_all,58.272,0.546,glmnet_0_0.01_quiz,39.416,0.605,18.856,-0.058,True
svmLinear2_0.001_all,58.272,0.546,glmnet_0_1_forum,39.455,0.514,18.817,0.032,True
svmLinear2_0.001_all,58.272,0.546,glmnet_0_0_quiz,39.477,0.605,18.795,-0.058,True
svmLinear2_0.001_all,58.272,0.546,glmnet_0_0.001_quiz,39.477,0.605,18.795,-0.058,True
svmLinear2_0.001_all,58.272,0.546,glmnet_0_0.1_quiz,39.742,0.604,18.53,-0.058,True
svmLinear2_0.001_all,58.272,0.546,adaboost_500_Adaboost.M1_forum,41.024,0.514,17.247,0.033,False
svmLinear2_0.001_all,58.272,0.546,glmnet_0_0.1_forum,41.717,0.512,16.555,0.034,False
svmLinear2_0.001_all,58.272,0.546,glmnet_0_1_quiz,42.514,0.596,15.758,-0.05,False
svmLinear2_0.001_all,58.272,0.546,adaboost_100_Adaboost.M1_forum,42.573,0.513,15.699,0.034,False
svmLinear2_0.001_all,58.272,0.546,glmnet_0_0.01_forum,43.12,0.511,15.152,0.036,False
svmLinear2_0.001_all,58.272,0.546,rpart_0.1_clickstream,43.162,0.588,15.11,-0.041,False
svmLinear2_0.001_all,58.272,0.546,glmnet_0_0.001_forum,43.421,0.511,14.851,0.036,False
svmLinear2_0.001_all,58.272,0.546,glmnet_0_0_forum,43.499,0.511,14.772,0.036,False
svmLinear2_0.001_all,58.272,0.546,adaboost_50_Adaboost.M1_forum,43.774,0.512,14.498,0.035,False
svmLinear2_0.001_all,58.272,0.546,nb_1_TRUE_1_forum,44.41,0.511,13.862,0.035,False
svmLinear2_0.001_all,58.272,0.546,nb_0_TRUE_1_forum,44.41,0.511,13.862,0.035,False
svmLinear2_0.001_all,58.272,0.546,nb_0_FALSE_1_quiz,45.172,0.587,13.1,-0.041,False
svmLinear2_0.001_all,58.272,0.546,nb_1_FALSE_1_quiz,45.172,0.587,13.1,-0.041,False
svmLinear2_0.001_all,58.272,0.546,adaboost_100_Adaboost.M1_quiz,45.78,0.585,12.492,-0.039,False
svmLinear2_0.001_all,58.272,0.546,adaboost_50_Adaboost.M1_quiz,45.93,0.585,12.342,-0.039,False
svmLinear2_0.001_all,58.272,0.546,adaboost_500_Adaboost.M1_quiz,45.948,0.585,12.323,-0.039,False
svmLinear2_0.001_all,58.272,0.546,nb_0_TRUE_1_quiz,46.05,0.585,12.222,-0.039,False
svmLinear2_0.001_all,58.272,0.546,nb_1_TRUE_1_quiz,46.05,0.585,12.222,-0.039,False
svmLinear2_0.001_all,58.272,0.546,adaboost_50_Real adaboost_forum,48.206,0.506,10.066,0.041,False
svmLinear2_0.001_all,58.272,0.546,adaboost_50_Real adaboost_all,48.862,0.6,9.409,-0.054,False
svmLinear2_0.001_all,58.272,0.546,adaboost_100_Real adaboost_forum,49.417,0.505,8.855,0.042,False
svmLinear2_0.001_all,58.272,0.546,adaboost_500_Real adaboost_forum,50.085,0.504,8.187,0.042,False
svmLinear2_0.001_all,58.272,0.546,adaboost_100_Real adaboost_all,51.156,0.589,7.116,-0.042,False
svmLinear2_0.001_all,58.272,0.546,nb_1_FALSE_1_forum,52.824,0.499,5.448,0.047,False
svmLinear2_0.001_all,58.272,0.546,nb_0_FALSE_1_forum,52.824,0.499,5.448,0.047,False
svmLinear2_0.001_all,58.272,0.546,rpart_1_clickstream,53.154,0.5,5.118,0.046,False
svmLinear2_0.001_all,58.272,0.546,rpart_0.001_forum,53.404,0.501,4.868,0.045,False
svmLinear2_0.001_all,58.272,0.546,rpart_0.01_forum,54.176,0.5,4.096,0.046,False
svmLinear2_0.001_all,58.272,0.546,rpart_0.1_forum,54.223,0.5,4.049,0.046,False
svmLinear2_0.001_all,58.272,0.546,rpart_1_forum,54.223,0.5,4.049,0.046,False
svmLinear2_0.001_all,58.272,0.546,adaboost_500_Real adaboost_all,54.928,0.562,3.344,-0.016,False
svmLinear2_0.001_all,58.272,0.546,rpart_0.1_all,56.175,0.62,2.097,-0.073,False
svmLinear2_0.001_all,58.272,0.546,rpart_0.001_quiz,58.023,0.555,0.248,-0.009,False
svmLinear2_0.001_all,58.272,0.546,adaboost_50_Real adaboost_quiz,67.512,0.519,-9.241,0.027,False
svmLinear2_0.001_all,58.272,0.546,adaboost_100_Real adaboost_quiz,67.966,0.516,-9.694,0.03,False
svmLinear2_0.001_all,58.272,0.546,adaboost_500_Real adaboost_quiz,70.83,0.51,-12.558,0.037,False
svmLinear2_0.001_all,58.272,0.546,rpart_0.01_quiz,75.0,0.51,-16.728,0.036,False
svmLinear2_0.001_all,58.272,0.546,nb_0_FALSE_1_all,75.116,0.501,-16.844,0.046,False
svmLinear2_0.001_all,58.272,0.546,nb_1_FALSE_1_all,75.116,0.501,-16.844,0.046,False
svmLinear2_0.001_all,58.272,0.546,rpart_1_quiz,77.541,0.5,-19.269,0.046,True
svmLinear2_0.001_all,58.272,0.546,rpart_0.1_quiz,77.541,0.5,-19.269,0.046,True
svmLinear2_0.001_all,58.272,0.546,rpart_1_all,77.541,0.5,-19.269,0.046,True
svmLinear2_0.1_quiz,58.634,0.545,rpart_0.001_all,2.694,0.901,55.941,-0.356,True
svmLinear2_0.1_quiz,58.634,0.545,adaboost_100_Adaboost.M1_all,3.508,0.898,55.127,-0.353,True
svmLinear2_0.1_quiz,58.634,0.545,adaboost_50_Adaboost.M1_all,3.548,0.898,55.086,-0.353,True
svmLinear2_0.1_quiz,58.634,0.545,adaboost_500_Adaboost.M1_all,4.131,0.897,54.503,-0.352,True
svmLinear2_0.1_quiz,58.634,0.545,adaboost_50_Adaboost.M1_clickstream,4.537,0.893,54.097,-0.348,True
svmLinear2_0.1_quiz,58.634,0.545,rpart_0.01_all,4.65,0.894,53.984,-0.348,True
