model_id_1,model_id_2,left,rope,right
svmLinear2_0.1_all,svmLinear2_0.001_all,0.99998,0.0,2e-05
svmLinear2_0.1_all,rpart_1_quiz,1.0,0.0,0.0
svmLinear2_0.1_all,rpart_1_forum,0.0,1.0,0.0
svmLinear2_0.1_all,rpart_1_clickstream,0.0,1.0,0.0
svmLinear2_0.1_all,rpart_1_all,1.0,0.0,0.0
svmLinear2_0.1_all,rpart_0.1_quiz,1.0,0.0,0.0
svmLinear2_0.1_all,rpart_0.1_forum,0.0,1.0,0.0
svmLinear2_0.1_all,rpart_0.1_clickstream,0.0,1.0,0.0
svmLinear2_0.1_all,rpart_0.1_all,0.2105,0.0,0.7895
svmLinear2_0.1_all,rpart_0.01_quiz,1.0,0.0,0.0
svmLinear2_0.1_all,rpart_0.01_forum,0.0,1.0,0.0
svmLinear2_0.1_all,rpart_0.01_clickstream,0.0,1.0,0.0
svmLinear2_0.1_all,rpart_0.01_all,0.0,0.0,1.0
svmLinear2_0.1_all,rpart_0.001_quiz,1.0,0.0,0.0
svmLinear2_0.1_all,rpart_0.001_forum,0.0,1.0,0.0
svmLinear2_0.1_all,rpart_0.001_clickstream,0.0,1.0,0.0
svmLinear2_0.1_all,rpart_0.001_all,0.0,0.0,1.0
svmLinear2_0.1_all,nb_1_TRUE_1_quiz,0.99994,0.0,6e-05
svmLinear2_0.1_all,nb_1_TRUE_1_forum,0.0,1.0,0.0
svmLinear2_0.1_all,nb_1_TRUE_1_clickstream,0.0,1.0,0.0
svmLinear2_0.1_all,nb_1_TRUE_1_all,0.0,0.0,1.0
svmLinear2_0.1_all,nb_1_FALSE_1_quiz,0.99982,0.0,0.00018
svmLinear2_0.1_all,nb_1_FALSE_1_forum,0.0,1.0,0.0
svmLinear2_0.1_all,nb_1_FALSE_1_clickstream,0.0,1.0,0.0
svmLinear2_0.1_all,nb_1_FALSE_1_all,1.0,0.0,0.0
svmLinear2_0.1_all,nb_0_TRUE_1_quiz,0.99994,0.0,6e-05
svmLinear2_0.1_all,nb_0_TRUE_1_forum,0.0,1.0,0.0
svmLinear2_0.1_all,nb_0_TRUE_1_clickstream,0.0,1.0,0.0
svmLinear2_0.1_all,nb_0_TRUE_1_all,0.0,0.0,1.0
svmLinear2_0.1_all,nb_0_FALSE_1_quiz,0.99984,0.0,0.00016
svmLinear2_0.1_all,nb_0_FALSE_1_forum,0.0,1.0,0.0
svmLinear2_0.1_all,nb_0_FALSE_1_clickstream,0.0,1.0,0.0
svmLinear2_0.1_all,nb_0_FALSE_1_all,1.0,0.0,0.0
svmLinear2_0.1_all,glmnet_0_1_quiz,0.99738,0.0,0.00262
svmLinear2_0.1_all,glmnet_0_1_forum,0.0,1.0,0.0
svmLinear2_0.1_all,glmnet_0_1_clickstream,0.0,1.0,0.0
svmLinear2_0.1_all,glmnet_0_1_all,0.0,0.0,1.0
svmLinear2_0.1_all,glmnet_0_0_quiz,0.98822,0.0,0.01178
svmLinear2_0.1_all,glmnet_0_0_forum,0.0,1.0,0.0
svmLinear2_0.1_all,glmnet_0_0_clickstream,0.0,1.0,0.0
svmLinear2_0.1_all,glmnet_0_0_all,0.0,0.0,1.0
svmLinear2_0.1_all,glmnet_0_0.1_quiz,0.988,0.0,0.012
svmLinear2_0.1_all,glmnet_0_0.1_forum,0.0,1.0,0.0
svmLinear2_0.1_all,glmnet_0_0.1_clickstream,0.0,1.0,0.0
svmLinear2_0.1_all,glmnet_0_0.1_all,0.0,0.0,1.0
svmLinear2_0.1_all,glmnet_0_0.01_quiz,0.98924,0.0,0.01076
svmLinear2_0.1_all,glmnet_0_0.01_forum,0.0,1.0,0.0
svmLinear2_0.1_all,glmnet_0_0.01_clickstream,0.0,1.0,0.0
svmLinear2_0.1_all,glmnet_0_0.01_all,0.0,0.0,1.0
svmLinear2_0.1_all,glmnet_0_0.001_quiz,0.98926,0.0,0.01074
svmLinear2_0.1_all,glmnet_0_0.001_forum,0.0,1.0,0.0
svmLinear2_0.1_all,glmnet_0_0.001_clickstream,0.0,1.0,0.0
svmLinear2_0.1_all,glmnet_0_0.001_all,0.0,0.0,1.0
svmLinear2_0.1_all,adaboost_50_Real adaboost_quiz,1.0,0.0,0.0
svmLinear2_0.1_all,adaboost_50_Real adaboost_forum,0.0,1.0,0.0
svmLinear2_0.1_all,adaboost_50_Real adaboost_clickstream,0.0,1.0,0.0
svmLinear2_0.1_all,adaboost_50_Real adaboost_all,0.4116,0.0,0.5884
svmLinear2_0.1_all,adaboost_50_Adaboost.M1_quiz,0.99992,0.0,8e-05
svmLinear2_0.1_all,adaboost_50_Adaboost.M1_forum,0.0,1.0,0.0
svmLinear2_0.1_all,adaboost_50_Adaboost.M1_clickstream,0.0,1.0,0.0
svmLinear2_0.1_all,adaboost_50_Adaboost.M1_all,0.0,0.0,1.0
svmLinear2_0.1_all,adaboost_500_Real adaboost_quiz,1.0,0.0,0.0
svmLinear2_0.1_all,adaboost_500_Real adaboost_forum,0.0,1.0,0.0
svmLinear2_0.1_all,adaboost_500_Real adaboost_clickstream,0.0,1.0,0.0
svmLinear2_0.1_all,adaboost_500_Real adaboost_all,0.98798,0.0,0.01202
svmLinear2_0.1_all,adaboost_500_Adaboost.M1_quiz,0.99976,0.0,0.00024
svmLinear2_0.1_all,adaboost_500_Adaboost.M1_forum,0.0,1.0,0.0
svmLinear2_0.1_all,adaboost_500_Adaboost.M1_clickstream,0.0,1.0,0.0
svmLinear2_0.1_all,adaboost_500_Adaboost.M1_all,0.0,0.0,1.0
svmLinear2_0.1_all,adaboost_100_Real adaboost_quiz,1.0,0.0,0.0
svmLinear2_0.1_all,adaboost_100_Real adaboost_forum,0.0,1.0,0.0
svmLinear2_0.1_all,adaboost_100_Real adaboost_clickstream,0.0,1.0,0.0
svmLinear2_0.1_all,adaboost_100_Real adaboost_all,0.63106,0.0,0.36894
svmLinear2_0.1_all,adaboost_100_Adaboost.M1_quiz,0.99978,0.0,0.00022
svmLinear2_0.1_all,adaboost_100_Adaboost.M1_forum,0.0,1.0,0.0
svmLinear2_0.1_all,adaboost_100_Adaboost.M1_clickstream,0.0,1.0,0.0
svmLinear2_0.1_all,adaboost_100_Adaboost.M1_all,0.0,0.0,1.0
svmLinear2_0.01_quiz,svmLinear2_0.01_forum,0.0,1.0,0.0
svmLinear2_0.01_quiz,svmLinear2_0.01_clickstream,0.0,1.0,0.0
svmLinear2_0.01_quiz,svmLinear2_0.01_all,0.0004,0.0,0.9996
svmLinear2_0.01_quiz,svmLinear2_0.001_quiz,0.00024,0.9997,6e-05
svmLinear2_0.01_quiz,svmLinear2_0.001_forum,0.0,1.0,0.0
svmLinear2_0.01_quiz,svmLinear2_0.001_clickstream,0.0,1.0,0.0
svmLinear2_0.01_quiz,svmLinear2_0.001_all,0.1299,0.0,0.8701
svmLinear2_0.01_quiz,rpart_1_quiz,1.0,0.0,0.0
svmLinear2_0.01_quiz,rpart_1_forum,0.0,1.0,0.0
svmLinear2_0.01_quiz,rpart_1_clickstream,0.0,1.0,0.0
svmLinear2_0.01_quiz,rpart_1_all,1.0,0.0,0.0
svmLinear2_0.01_quiz,rpart_0.1_quiz,1.0,0.0,0.0
svmLinear2_0.01_quiz,rpart_0.1_forum,0.0,1.0,0.0
svmLinear2_0.01_quiz,rpart_0.1_clickstream,0.0,1.0,0.0
svmLinear2_0.01_quiz,rpart_0.1_all,0.99978,0.0,0.00022
svmLinear2_0.01_quiz,rpart_0.01_quiz,1.0,0.0,0.0
svmLinear2_0.01_quiz,rpart_0.01_forum,0.0,1.0,0.0
svmLinear2_0.01_quiz,rpart_0.01_clickstream,0.0,1.0,0.0
svmLinear2_0.01_quiz,rpart_0.01_all,0.0,0.0,1.0
svmLinear2_0.01_quiz,rpart_0.001_quiz,0.01472,0.0,0.98528
svmLinear2_0.01_quiz,rpart_0.001_forum,0.0,1.0,0.0
svmLinear2_0.01_quiz,rpart_0.001_clickstream,0.0,1.0,0.0
svmLinear2_0.01_quiz,rpart_0.001_all,0.0,0.0,1.0
svmLinear2_0.01_quiz,nb_1_TRUE_1_quiz,0.0,0.0,1.0
svmLinear2_0.01_quiz,nb_1_TRUE_1_forum,0.0,1.0,0.0
svmLinear2_0.01_quiz,nb_1_TRUE_1_clickstream,0.0,1.0,0.0
svmLinear2_0.01_quiz,nb_1_TRUE_1_all,0.0,0.0,1.0
svmLinear2_0.01_quiz,nb_1_FALSE_1_quiz,0.0,0.0,1.0
svmLinear2_0.01_quiz,nb_1_FALSE_1_forum,0.0,1.0,0.0
svmLinear2_0.01_quiz,nb_1_FALSE_1_clickstream,0.0,1.0,0.0
svmLinear2_0.01_quiz,nb_1_FALSE_1_all,1.0,0.0,0.0
svmLinear2_0.01_quiz,nb_0_TRUE_1_quiz,0.0,0.0,1.0
svmLinear2_0.01_quiz,nb_0_TRUE_1_forum,0.0,1.0,0.0
svmLinear2_0.01_quiz,nb_0_TRUE_1_clickstream,0.0,1.0,0.0
svmLinear2_0.01_quiz,nb_0_TRUE_1_all,0.0,0.0,1.0
svmLinear2_0.01_quiz,nb_0_FALSE_1_quiz,0.0,0.0,1.0
svmLinear2_0.01_quiz,nb_0_FALSE_1_forum,0.0,1.0,0.0
svmLinear2_0.01_quiz,nb_0_FALSE_1_clickstream,0.0,1.0,0.0
svmLinear2_0.01_quiz,nb_0_FALSE_1_all,1.0,0.0,0.0
svmLinear2_0.01_quiz,glmnet_0_1_quiz,0.0,0.0,1.0
svmLinear2_0.01_quiz,glmnet_0_1_forum,0.0,1.0,0.0
svmLinear2_0.01_quiz,glmnet_0_1_clickstream,0.0,1.0,0.0
svmLinear2_0.01_quiz,glmnet_0_1_all,0.0,0.0,1.0
svmLinear2_0.01_quiz,glmnet_0_0_quiz,0.0,0.0,1.0
svmLinear2_0.01_quiz,glmnet_0_0_forum,0.0,1.0,0.0
svmLinear2_0.01_quiz,glmnet_0_0_clickstream,0.0,1.0,0.0
svmLinear2_0.01_quiz,glmnet_0_0_all,0.0,0.0,1.0
svmLinear2_0.01_quiz,glmnet_0_0.1_quiz,0.0,0.0,1.0
svmLinear2_0.01_quiz,glmnet_0_0.1_forum,0.0,1.0,0.0
svmLinear2_0.01_quiz,glmnet_0_0.1_clickstream,0.0,1.0,0.0
svmLinear2_0.01_quiz,glmnet_0_0.1_all,0.0,0.0,1.0
svmLinear2_0.01_quiz,glmnet_0_0.01_quiz,0.0,0.0,1.0
svmLinear2_0.01_quiz,glmnet_0_0.01_forum,0.0,1.0,0.0
svmLinear2_0.01_quiz,glmnet_0_0.01_clickstream,0.0,1.0,0.0
svmLinear2_0.01_quiz,glmnet_0_0.01_all,0.0,0.0,1.0
svmLinear2_0.01_quiz,glmnet_0_0.001_quiz,0.0,0.0,1.0
svmLinear2_0.01_quiz,glmnet_0_0.001_forum,0.0,1.0,0.0
svmLinear2_0.01_quiz,glmnet_0_0.001_clickstream,0.0,1.0,0.0
svmLinear2_0.01_quiz,glmnet_0_0.001_all,0.0,0.0,1.0
svmLinear2_0.01_quiz,adaboost_50_Real adaboost_quiz,1.0,0.0,0.0
svmLinear2_0.01_quiz,adaboost_50_Real adaboost_forum,0.0,1.0,0.0
svmLinear2_0.01_quiz,adaboost_50_Real adaboost_clickstream,0.0,1.0,0.0
svmLinear2_0.01_quiz,adaboost_50_Real adaboost_all,0.0,0.0,1.0
svmLinear2_0.01_quiz,adaboost_50_Adaboost.M1_quiz,0.0,0.0,1.0
svmLinear2_0.01_quiz,adaboost_50_Adaboost.M1_forum,0.0,1.0,0.0
svmLinear2_0.01_quiz,adaboost_50_Adaboost.M1_clickstream,0.0,1.0,0.0
svmLinear2_0.01_quiz,adaboost_50_Adaboost.M1_all,0.0,0.0,1.0
svmLinear2_0.01_quiz,adaboost_500_Real adaboost_quiz,1.0,0.0,0.0
svmLinear2_0.01_quiz,adaboost_500_Real adaboost_forum,0.0,1.0,0.0
svmLinear2_0.01_quiz,adaboost_500_Real adaboost_clickstream,0.0,1.0,0.0
svmLinear2_0.01_quiz,adaboost_500_Real adaboost_all,0.00516,0.0,0.99484
svmLinear2_0.01_quiz,adaboost_500_Adaboost.M1_quiz,0.0,0.0,1.0
svmLinear2_0.01_quiz,adaboost_500_Adaboost.M1_forum,0.0,1.0,0.0
svmLinear2_0.01_quiz,adaboost_500_Adaboost.M1_clickstream,0.0,1.0,0.0
svmLinear2_0.01_quiz,adaboost_500_Adaboost.M1_all,0.0,0.0,1.0
svmLinear2_0.01_quiz,adaboost_100_Real adaboost_quiz,1.0,0.0,0.0
svmLinear2_0.01_quiz,adaboost_100_Real adaboost_forum,0.0,1.0,0.0
svmLinear2_0.01_quiz,adaboost_100_Real adaboost_clickstream,0.0,1.0,0.0
svmLinear2_0.01_quiz,adaboost_100_Real adaboost_all,0.0,0.0,1.0
svmLinear2_0.01_quiz,adaboost_100_Adaboost.M1_quiz,0.0,0.0,1.0
svmLinear2_0.01_quiz,adaboost_100_Adaboost.M1_forum,0.0,1.0,0.0
svmLinear2_0.01_quiz,adaboost_100_Adaboost.M1_clickstream,0.0,1.0,0.0
svmLinear2_0.01_quiz,adaboost_100_Adaboost.M1_all,0.0,0.0,1.0
svmLinear2_0.01_forum,svmLinear2_0.01_clickstream,0.0,0.0,1.0
svmLinear2_0.01_forum,svmLinear2_0.01_all,0.0,1.0,0.0
svmLinear2_0.01_forum,svmLinear2_0.001_quiz,0.0,1.0,0.0
svmLinear2_0.01_forum,svmLinear2_0.001_forum,0.0,1.0,0.0
svmLinear2_0.01_forum,svmLinear2_0.001_clickstream,0.0,0.0,1.0
svmLinear2_0.01_forum,svmLinear2_0.001_all,0.0,1.0,0.0
svmLinear2_0.01_forum,rpart_1_quiz,0.0,1.0,0.0
svmLinear2_0.01_forum,rpart_1_forum,0.0,1.0,0.0
svmLinear2_0.01_forum,rpart_1_clickstream,0.0,1.0,0.0
svmLinear2_0.01_forum,rpart_1_all,0.0,1.0,0.0
svmLinear2_0.01_forum,rpart_0.1_quiz,0.0,1.0,0.0
svmLinear2_0.01_forum,rpart_0.1_forum,0.0,1.0,0.0
svmLinear2_0.01_forum,rpart_0.1_clickstream,0.0,1.0,0.0
svmLinear2_0.01_forum,rpart_0.1_all,0.0,1.0,0.0
svmLinear2_0.01_forum,rpart_0.01_quiz,0.0,1.0,0.0
svmLinear2_0.01_forum,rpart_0.01_forum,0.0,1.0,0.0
svmLinear2_0.01_forum,rpart_0.01_clickstream,0.0,0.0,1.0
svmLinear2_0.01_forum,rpart_0.01_all,0.0,1.0,0.0
svmLinear2_0.01_forum,rpart_0.001_quiz,0.0,1.0,0.0
svmLinear2_0.01_forum,rpart_0.001_forum,0.0,1.0,0.0
svmLinear2_0.01_forum,rpart_0.001_clickstream,0.0,0.0,1.0
svmLinear2_0.01_forum,rpart_0.001_all,0.0,1.0,0.0
svmLinear2_0.01_forum,nb_1_TRUE_1_quiz,0.0,1.0,0.0
svmLinear2_0.01_forum,nb_1_TRUE_1_forum,0.0,1.0,0.0
svmLinear2_0.01_forum,nb_1_TRUE_1_clickstream,0.0,0.0,1.0
svmLinear2_0.01_forum,nb_1_TRUE_1_all,0.0,1.0,0.0
svmLinear2_0.01_forum,nb_1_FALSE_1_quiz,0.0,1.0,0.0
svmLinear2_0.01_forum,nb_1_FALSE_1_forum,0.99986,0.00014,0.0
svmLinear2_0.01_forum,nb_1_FALSE_1_clickstream,0.0,0.0,1.0
svmLinear2_0.01_forum,nb_1_FALSE_1_all,0.0,1.0,0.0
svmLinear2_0.01_forum,nb_0_TRUE_1_quiz,0.0,1.0,0.0
svmLinear2_0.01_forum,nb_0_TRUE_1_forum,0.0,1.0,0.0
svmLinear2_0.01_forum,nb_0_TRUE_1_clickstream,0.0,0.0,1.0
svmLinear2_0.01_forum,nb_0_TRUE_1_all,0.0,1.0,0.0
svmLinear2_0.01_forum,nb_0_FALSE_1_quiz,0.0,1.0,0.0
svmLinear2_0.01_forum,nb_0_FALSE_1_forum,0.99988,0.00012,0.0
svmLinear2_0.01_forum,nb_0_FALSE_1_clickstream,0.0,0.0,1.0
svmLinear2_0.01_forum,nb_0_FALSE_1_all,0.0,1.0,0.0
svmLinear2_0.01_forum,glmnet_0_1_quiz,0.0,1.0,0.0
svmLinear2_0.01_forum,glmnet_0_1_forum,0.0,1.0,0.0
svmLinear2_0.01_forum,glmnet_0_1_clickstream,0.0,0.0,1.0
svmLinear2_0.01_forum,glmnet_0_1_all,0.0,1.0,0.0
svmLinear2_0.01_forum,glmnet_0_0_quiz,0.0,1.0,0.0
svmLinear2_0.01_forum,glmnet_0_0_forum,0.0,1.0,0.0
svmLinear2_0.01_forum,glmnet_0_0_clickstream,0.0,0.0,1.0
svmLinear2_0.01_forum,glmnet_0_0_all,0.0,1.0,0.0
svmLinear2_0.01_forum,glmnet_0_0.1_quiz,0.0,1.0,0.0
svmLinear2_0.01_forum,glmnet_0_0.1_forum,0.0,1.0,0.0
svmLinear2_0.01_forum,glmnet_0_0.1_clickstream,0.0,0.0,1.0
svmLinear2_0.01_forum,glmnet_0_0.1_all,0.0,1.0,0.0
svmLinear2_0.01_forum,glmnet_0_0.01_quiz,0.0,1.0,0.0
svmLinear2_0.01_forum,glmnet_0_0.01_forum,0.0,1.0,0.0
svmLinear2_0.01_forum,glmnet_0_0.01_clickstream,0.0,0.0,1.0
svmLinear2_0.01_forum,glmnet_0_0.01_all,0.0,1.0,0.0
svmLinear2_0.01_forum,glmnet_0_0.001_quiz,0.0,1.0,0.0
svmLinear2_0.01_forum,glmnet_0_0.001_forum,0.0,1.0,0.0
svmLinear2_0.01_forum,glmnet_0_0.001_clickstream,0.0,0.0,1.0
svmLinear2_0.01_forum,glmnet_0_0.001_all,0.0,1.0,0.0
svmLinear2_0.01_forum,adaboost_50_Real adaboost_quiz,0.0,1.0,0.0
svmLinear2_0.01_forum,adaboost_50_Real adaboost_forum,0.0,1.0,0.0
svmLinear2_0.01_forum,adaboost_50_Real adaboost_clickstream,0.0,0.0,1.0
svmLinear2_0.01_forum,adaboost_50_Real adaboost_all,0.0,1.0,0.0
svmLinear2_0.01_forum,adaboost_50_Adaboost.M1_quiz,0.0,1.0,0.0
svmLinear2_0.01_forum,adaboost_50_Adaboost.M1_forum,0.0,1.0,0.0
svmLinear2_0.01_forum,adaboost_50_Adaboost.M1_clickstream,0.0,0.0,1.0
svmLinear2_0.01_forum,adaboost_50_Adaboost.M1_all,0.0,1.0,0.0
svmLinear2_0.01_forum,adaboost_500_Real adaboost_quiz,0.0,1.0,0.0
svmLinear2_0.01_forum,adaboost_500_Real adaboost_forum,0.0,1.0,0.0
svmLinear2_0.01_forum,adaboost_500_Real adaboost_clickstream,0.0,0.0,1.0
svmLinear2_0.01_forum,adaboost_500_Real adaboost_all,0.0,1.0,0.0
svmLinear2_0.01_forum,adaboost_500_Adaboost.M1_quiz,0.0,1.0,0.0
svmLinear2_0.01_forum,adaboost_500_Adaboost.M1_forum,0.0,1.0,0.0
svmLinear2_0.01_forum,adaboost_500_Adaboost.M1_clickstream,0.0,0.0,1.0
svmLinear2_0.01_forum,adaboost_500_Adaboost.M1_all,0.0,1.0,0.0
svmLinear2_0.01_forum,adaboost_100_Real adaboost_quiz,0.0,1.0,0.0
svmLinear2_0.01_forum,adaboost_100_Real adaboost_forum,0.0,1.0,0.0
svmLinear2_0.01_forum,adaboost_100_Real adaboost_clickstream,0.0,0.0,1.0
svmLinear2_0.01_forum,adaboost_100_Real adaboost_all,0.0,1.0,0.0
svmLinear2_0.01_forum,adaboost_100_Adaboost.M1_quiz,0.0,1.0,0.0
svmLinear2_0.01_forum,adaboost_100_Adaboost.M1_forum,0.0,1.0,0.0
svmLinear2_0.01_forum,adaboost_100_Adaboost.M1_clickstream,0.0,0.0,1.0
svmLinear2_0.01_forum,adaboost_100_Adaboost.M1_all,0.0,1.0,0.0
svmLinear2_0.01_clickstream,svmLinear2_0.01_all,0.0,1.0,0.0
svmLinear2_0.01_clickstream,svmLinear2_0.001_quiz,0.0,1.0,0.0
svmLinear2_0.01_clickstream,svmLinear2_0.001_forum,1.0,0.0,0.0
svmLinear2_0.01_clickstream,svmLinear2_0.001_clickstream,0.64428,0.0,0.35572
svmLinear2_0.01_clickstream,svmLinear2_0.001_all,0.0,1.0,0.0
svmLinear2_0.01_clickstream,rpart_1_quiz,0.0,1.0,0.0
svmLinear2_0.01_clickstream,rpart_1_forum,1.0,0.0,0.0
svmLinear2_0.01_clickstream,rpart_1_clickstream,1.0,0.0,0.0
svmLinear2_0.01_clickstream,rpart_1_all,0.0,1.0,0.0
svmLinear2_0.01_clickstream,rpart_0.1_quiz,0.0,1.0,0.0
svmLinear2_0.01_clickstream,rpart_0.1_forum,1.0,0.0,0.0
svmLinear2_0.01_clickstream,rpart_0.1_clickstream,1.0,0.0,0.0
svmLinear2_0.01_clickstream,rpart_0.1_all,0.0,1.0,0.0
svmLinear2_0.01_clickstream,rpart_0.01_quiz,0.0,1.0,0.0
svmLinear2_0.01_clickstream,rpart_0.01_forum,1.0,0.0,0.0
svmLinear2_0.01_clickstream,rpart_0.01_clickstream,0.0,0.0,1.0
svmLinear2_0.01_clickstream,rpart_0.01_all,0.0,1.0,0.0
svmLinear2_0.01_clickstream,rpart_0.001_quiz,0.0,1.0,0.0
svmLinear2_0.01_clickstream,rpart_0.001_forum,1.0,0.0,0.0
svmLinear2_0.01_clickstream,rpart_0.001_clickstream,0.0,0.0,1.0
svmLinear2_0.01_clickstream,rpart_0.001_all,0.0,1.0,0.0
svmLinear2_0.01_clickstream,nb_1_TRUE_1_quiz,0.0,1.0,0.0
svmLinear2_0.01_clickstream,nb_1_TRUE_1_forum,1.0,0.0,0.0
svmLinear2_0.01_clickstream,nb_1_TRUE_1_clickstream,0.0,0.0,1.0
svmLinear2_0.01_clickstream,nb_1_TRUE_1_all,0.0,1.0,0.0
svmLinear2_0.01_clickstream,nb_1_FALSE_1_quiz,0.0,1.0,0.0
svmLinear2_0.01_clickstream,nb_1_FALSE_1_forum,1.0,0.0,0.0
svmLinear2_0.01_clickstream,nb_1_FALSE_1_clickstream,0.0,0.0,1.0
svmLinear2_0.01_clickstream,nb_1_FALSE_1_all,0.0,1.0,0.0
svmLinear2_0.01_clickstream,nb_0_TRUE_1_quiz,0.0,1.0,0.0
svmLinear2_0.01_clickstream,nb_0_TRUE_1_forum,1.0,0.0,0.0
svmLinear2_0.01_clickstream,nb_0_TRUE_1_clickstream,0.0,0.0,1.0
svmLinear2_0.01_clickstream,nb_0_TRUE_1_all,0.0,1.0,0.0
svmLinear2_0.01_clickstream,nb_0_FALSE_1_quiz,0.0,1.0,0.0
svmLinear2_0.01_clickstream,nb_0_FALSE_1_forum,1.0,0.0,0.0
svmLinear2_0.01_clickstream,nb_0_FALSE_1_clickstream,0.0,0.0,1.0
svmLinear2_0.01_clickstream,nb_0_FALSE_1_all,0.0,1.0,0.0
svmLinear2_0.01_clickstream,glmnet_0_1_quiz,0.0,1.0,0.0
svmLinear2_0.01_clickstream,glmnet_0_1_forum,1.0,0.0,0.0
svmLinear2_0.01_clickstream,glmnet_0_1_clickstream,0.0,0.0,1.0
svmLinear2_0.01_clickstream,glmnet_0_1_all,0.0,1.0,0.0
svmLinear2_0.01_clickstream,glmnet_0_0_quiz,0.0,1.0,0.0
svmLinear2_0.01_clickstream,glmnet_0_0_forum,1.0,0.0,0.0
svmLinear2_0.01_clickstream,glmnet_0_0_clickstream,0.0,0.0,1.0
svmLinear2_0.01_clickstream,glmnet_0_0_all,0.0,1.0,0.0
svmLinear2_0.01_clickstream,glmnet_0_0.1_quiz,0.0,1.0,0.0
svmLinear2_0.01_clickstream,glmnet_0_0.1_forum,1.0,0.0,0.0
svmLinear2_0.01_clickstream,glmnet_0_0.1_clickstream,0.0,0.0,1.0
svmLinear2_0.01_clickstream,glmnet_0_0.1_all,0.0,1.0,0.0
svmLinear2_0.01_clickstream,glmnet_0_0.01_quiz,0.0,1.0,0.0
svmLinear2_0.01_clickstream,glmnet_0_0.01_forum,1.0,0.0,0.0
svmLinear2_0.01_clickstream,glmnet_0_0.01_clickstream,0.0,0.0,1.0
svmLinear2_0.01_clickstream,glmnet_0_0.01_all,0.0,1.0,0.0
svmLinear2_0.01_clickstream,glmnet_0_0.001_quiz,0.0,1.0,0.0
svmLinear2_0.01_clickstream,glmnet_0_0.001_forum,1.0,0.0,0.0
svmLinear2_0.01_clickstream,glmnet_0_0.001_clickstream,0.0,0.0,1.0
svmLinear2_0.01_clickstream,glmnet_0_0.001_all,0.0,1.0,0.0
svmLinear2_0.01_clickstream,adaboost_50_Real adaboost_quiz,0.0,1.0,0.0
svmLinear2_0.01_clickstream,adaboost_50_Real adaboost_forum,1.0,0.0,0.0
svmLinear2_0.01_clickstream,adaboost_50_Real adaboost_clickstream,0.00714,0.0,0.99286
svmLinear2_0.01_clickstream,adaboost_50_Real adaboost_all,0.0,1.0,0.0
svmLinear2_0.01_clickstream,adaboost_50_Adaboost.M1_quiz,0.0,1.0,0.0
svmLinear2_0.01_clickstream,adaboost_50_Adaboost.M1_forum,1.0,0.0,0.0
svmLinear2_0.01_clickstream,adaboost_50_Adaboost.M1_clickstream,0.0,0.0,1.0
svmLinear2_0.01_clickstream,adaboost_50_Adaboost.M1_all,0.0,1.0,0.0
svmLinear2_0.01_clickstream,adaboost_500_Real adaboost_quiz,0.0,1.0,0.0
svmLinear2_0.01_clickstream,adaboost_500_Real adaboost_forum,1.0,0.0,0.0
svmLinear2_0.01_clickstream,adaboost_500_Real adaboost_clickstream,0.99976,0.0,0.00024
svmLinear2_0.01_clickstream,adaboost_500_Real adaboost_all,0.0,1.0,0.0
svmLinear2_0.01_clickstream,adaboost_500_Adaboost.M1_quiz,0.0,1.0,0.0
svmLinear2_0.01_clickstream,adaboost_500_Adaboost.M1_forum,1.0,0.0,0.0
svmLinear2_0.01_clickstream,adaboost_500_Adaboost.M1_clickstream,0.0,0.0,1.0
svmLinear2_0.01_clickstream,adaboost_500_Adaboost.M1_all,0.0,1.0,0.0
svmLinear2_0.01_clickstream,adaboost_100_Real adaboost_quiz,0.0,1.0,0.0
svmLinear2_0.01_clickstream,adaboost_100_Real adaboost_forum,1.0,0.0,0.0
svmLinear2_0.01_clickstream,adaboost_100_Real adaboost_clickstream,0.22112,0.0,0.77888
svmLinear2_0.01_clickstream,adaboost_100_Real adaboost_all,0.0,1.0,0.0
svmLinear2_0.01_clickstream,adaboost_100_Adaboost.M1_quiz,0.0,1.0,0.0
svmLinear2_0.01_clickstream,adaboost_100_Adaboost.M1_forum,1.0,0.0,0.0
svmLinear2_0.01_clickstream,adaboost_100_Adaboost.M1_clickstream,0.0,0.0,1.0
svmLinear2_0.01_clickstream,adaboost_100_Adaboost.M1_all,0.0,1.0,0.0
svmLinear2_0.01_all,svmLinear2_0.001_quiz,0.99972,0.0,0.00028
svmLinear2_0.01_all,svmLinear2_0.001_forum,0.0,1.0,0.0
svmLinear2_0.01_all,svmLinear2_0.001_clickstream,0.0,1.0,0.0
svmLinear2_0.01_all,svmLinear2_0.001_all,0.99528,0.0,0.00472
svmLinear2_0.01_all,rpart_1_quiz,1.0,0.0,0.0
svmLinear2_0.01_all,rpart_1_forum,0.0,1.0,0.0
svmLinear2_0.01_all,rpart_1_clickstream,0.0,1.0,0.0
svmLinear2_0.01_all,rpart_1_all,1.0,0.0,0.0
svmLinear2_0.01_all,rpart_0.1_quiz,1.0,0.0,0.0
svmLinear2_0.01_all,rpart_0.1_forum,0.0,1.0,0.0
svmLinear2_0.01_all,rpart_0.1_clickstream,0.0,1.0,0.0
svmLinear2_0.01_all,rpart_0.1_all,0.00368,0.0,0.99632
svmLinear2_0.01_all,rpart_0.01_quiz,1.0,0.0,0.0
